"Word" "Score"
"1246" "illnesses" -2
"1247" "imbecile" -3
"1248" "immobilized" -1
"1249" "immortal" 2
"1250" "immune" 1
"1251" "impatient" -2
"1252" "imperfect" -2
"1253" "importance" 2
"1254" "important" 2
"1255" "impose" -1
"1256" "imposed" -1
"1257" "imposes" -1
"1258" "imposing" -1
"1259" "impotent" -2
"1260" "impress" 3
"1261" "impressed" 3
"1262" "impresses" 3
"1263" "impressive" 3
"1264" "imprisoned" -2
"1265" "improve" 2
"1266" "improved" 2
"1267" "improvement" 2
"1268" "improves" 2
"1269" "improving" 2
"1270" "inability" -2
"1271" "inaction" -2
"1272" "inadequate" -2
"1273" "incapable" -2
"1274" "incapacitated" -2
"1275" "incensed" -2
"1276" "incompetence" -2
"1277" "incompetent" -2
"1278" "inconsiderate" -2
"1279" "inconvenience" -2
"1280" "inconvenient" -2
"1281" "increase" 1
"1282" "increased" 1
"1283" "indecisive" -2
"1284" "indestructible" 2
"1285" "indifference" -2
"1286" "indifferent" -2
"1287" "indignant" -2
"1288" "indignation" -2
"1289" "indoctrinate" -2
"1290" "indoctrinated" -2
"1291" "indoctrinates" -2
"1292" "indoctrinating" -2
"1293" "ineffective" -2
"1294" "ineffectively" -2
"1295" "infatuated" 2
"1296" "infatuation" 2
"1297" "infected" -2
"1298" "inferior" -2
"1299" "inflamed" -2
"1300" "influential" 2
"1301" "infringement" -2
"1302" "infuriate" -2
"1303" "infuriated" -2
"1304" "infuriates" -2
"1305" "infuriating" -2
"1306" "inhibit" -1
"1307" "injured" -2
"1308" "injury" -2
"1309" "injustice" -2
"1310" "innovate" 1
"1311" "innovates" 1
"1312" "innovation" 1
"1313" "innovative" 2
"1314" "inquisition" -2
"1315" "inquisitive" 2
"1316" "insane" -2
"1317" "insanity" -2
"1318" "insecure" -2
"1319" "insensitive" -2
"1320" "insensitivity" -2
"1321" "insignificant" -2
"1322" "insipid" -2
"1323" "inspiration" 2
"1324" "inspirational" 2
"1325" "inspire" 2
"1326" "inspired" 2
"1327" "inspires" 2
"1328" "inspiring" 3
"1329" "insult" -2
"1330" "insulted" -2
"1331" "insulting" -2
"1332" "insults" -2
"1333" "intact" 2
"1334" "integrity" 2
"1335" "intelligent" 2
"1336" "intense" 1
"1337" "interest" 1
"1338" "interested" 2
"1339" "interesting" 2
"1340" "interests" 1
"1341" "interrogated" -2
"1342" "interrupt" -2
"1343" "interrupted" -2
"1344" "interrupting" -2
"1345" "interruption" -2
"1346" "interrupts" -2
"1347" "intimidate" -2
"1348" "intimidated" -2
"1349" "intimidates" -2
"1350" "intimidating" -2
"1351" "intimidation" -2
"1352" "intricate" 2
"1353" "intrigues" 1
"1354" "invincible" 2
"1355" "invite" 1
"1356" "inviting" 1
"1357" "invulnerable" 2
"1358" "irate" -3
"1359" "ironic" -1
"1360" "irony" -1
"1361" "irrational" -1
"1362" "irresistible" 2
"1363" "irresolute" -2
"1364" "irresponsible" 2
"1365" "irreversible" -1
"1366" "irritate" -3
"1367" "irritated" -3
"1368" "irritating" -3
"1369" "isolated" -1
"1370" "itchy" -2
"1371" "jackass" -4
"1372" "jackasses" -4
"1373" "jailed" -2
"1374" "jaunty" 2
"1375" "jealous" -2
"1376" "jeopardy" -2
"1377" "jerk" -3
"1378" "jesus" 1
"1379" "jewel" 1
"1380" "jewels" 1
"1381" "jocular" 2
"1382" "join" 1
"1383" "joke" 2
"1384" "jokes" 2
"1385" "jolly" 2
"1386" "jovial" 2
"1387" "joy" 3
"1388" "joyful" 3
"1389" "joyfully" 3
"1390" "joyless" -2
"1391" "joyous" 3
"1392" "jubilant" 3
"1393" "jumpy" -1
"1394" "justice" 2
"1395" "justifiably" 2
"1396" "justified" 2
"1397" "keen" 1
"1398" "kill" -3
"1399" "killed" -3
"1400" "killing" -3
"1401" "kills" -3
"1402" "kind" 2
"1403" "kinder" 2
"1404" "kiss" 2
"1405" "kudos" 3
"1406" "lack" -2
"1407" "lackadaisical" -2
"1408" "lag" -1
"1409" "lagged" -2
"1410" "lagging" -2
"1411" "lags" -2
"1412" "lame" -2
"1413" "landmark" 2
"1414" "laugh" 1
"1415" "laughed" 1
"1416" "laughing" 1
"1417" "laughs" 1
"1418" "laughting" 1
"1419" "launched" 1
"1420" "lawl" 3
"1421" "lawsuit" -2
"1422" "lawsuits" -2
"1423" "lazy" -1
"1424" "leak" -1
"1425" "leaked" -1
"1426" "leave" -1
"1427" "legal" 1
"1428" "legally" 1
"1429" "lenient" 1
"1430" "lethargic" -2
"1431" "lethargy" -2
"1432" "liar" -3
"1433" "liars" -3
"1434" "libelous" -2
"1435" "lied" -2
"1436" "lifesaver" 4
"1437" "lighthearted" 1
"1438" "like" 2
"1439" "liked" 2
"1440" "likes" 2
"1441" "limitation" -1
"1442" "limited" -1
"1443" "limits" -1
"1444" "litigation" -1
"1445" "litigious" -2
"1446" "lively" 2
"1447" "livid" -2
"1448" "lmao" 4
"1449" "lmfao" 4
"1450" "loathe" -3
"1451" "loathed" -3
"1452" "loathes" -3
"1453" "loathing" -3
"1454" "lobby" -2
"1455" "lobbying" -2
"1456" "lol" 3
"1457" "lonely" -2
"1458" "lonesome" -2
"1459" "longing" -1
"1460" "loom" -1
"1461" "loomed" -1
"1462" "looming" -1
"1463" "looms" -1
"1464" "loose" -3
"1465" "looses" -3
"1466" "loser" -3
"1467" "losing" -3
"1468" "loss" -3
"1469" "lost" -3
"1470" "lovable" 3
"1471" "love" 3
"1472" "loved" 3
"1473" "lovelies" 3
"1474" "lovely" 3
"1475" "loving" 2
"1476" "lowest" -1
"1477" "loyal" 3
"1478" "loyalty" 3
"1479" "luck" 3
"1480" "luckily" 3
"1481" "lucky" 3
"1482" "lugubrious" -2
"1483" "lunatic" -3
"1484" "lunatics" -3
"1485" "lurk" -1
"1486" "lurking" -1
"1487" "lurks" -1
"1488" "mad" -3
"1489" "maddening" -3
"1490" "made-up" -1
"1491" "madly" -3
"1492" "madness" -3
"1493" "mandatory" -1
"1494" "manipulated" -1
"1495" "manipulating" -1
"1496" "manipulation" -1
"1497" "marvel" 3
"1498" "marvelous" 3
"1499" "marvels" 3
"1500" "masterpiece" 4
"1501" "masterpieces" 4
"1502" "matter" 1
"1503" "matters" 1
"1504" "mature" 2
"1505" "meaningful" 2
"1506" "meaningless" -2
"1507" "medal" 3
"1508" "mediocrity" -3
"1509" "meditative" 1
"1510" "melancholy" -2
"1511" "menace" -2
"1512" "menaced" -2
"1513" "mercy" 2
"1514" "merry" 3
"1515" "mess" -2
"1516" "messed" -2
"1517" "messing up" -2
"1518" "methodical" 2
"1519" "mindless" -2
"1520" "miracle" 4
"1521" "mirth" 3
"1522" "mirthful" 3
"1523" "mirthfully" 3
"1524" "misbehave" -2
"1525" "misbehaved" -2
"1526" "misbehaves" -2
"1527" "misbehaving" -2
"1528" "mischief" -1
"1529" "mischiefs" -1
"1530" "miserable" -3
"1531" "misery" -2
"1532" "misgiving" -2
"1533" "misinformation" -2
"1534" "misinformed" -2
"1535" "misinterpreted" -2
"1536" "misleading" -3
"1537" "misread" -1
"1538" "misreporting" -2
"1539" "misrepresentation" -2
"1540" "miss" -2
"1541" "missed" -2
"1542" "missing" -2
"1543" "mistake" -2
"1544" "mistaken" -2
"1545" "mistakes" -2
"1546" "mistaking" -2
"1547" "misunderstand" -2
"1548" "misunderstanding" -2
"1549" "misunderstands" -2
"1550" "misunderstood" -2
"1551" "moan" -2
"1552" "moaned" -2
"1553" "moaning" -2
"1554" "moans" -2
"1555" "mock" -2
"1556" "mocked" -2
"1557" "mocking" -2
"1558" "mocks" -2
"1559" "mongering" -2
"1560" "monopolize" -2
"1561" "monopolized" -2
"1562" "monopolizes" -2
"1563" "monopolizing" -2
"1564" "moody" -1
"1565" "mope" -1
"1566" "moping" -1
"1567" "moron" -3
"1568" "motherfucker" -5
"1569" "motherfucking" -5
"1570" "motivate" 1
"1571" "motivated" 2
"1572" "motivating" 2
"1573" "motivation" 1
"1574" "mourn" -2
"1575" "mourned" -2
"1576" "mournful" -2
"1577" "mourning" -2
"1578" "mourns" -2
"1579" "mumpish" -2
"1580" "murder" -2
"1581" "murderer" -2
"1582" "murdering" -3
"1583" "murderous" -3
"1584" "murders" -2
"1585" "myth" -1
"1586" "n00b" -2
"1587" "naive" -2
"1588" "nasty" -3
"1589" "natural" 1
"1590" "naïve" -2
"1591" "needy" -2
"1592" "negative" -2
"1593" "negativity" -2
"1594" "neglect" -2
"1595" "neglected" -2
"1596" "neglecting" -2
"1597" "neglects" -2
"1598" "nerves" -1
"1599" "nervous" -2
"1600" "nervously" -2
"1601" "nice" 3
"1602" "nifty" 2
"1603" "niggas" -5
"1604" "nigger" -5
"1605" "no" -1
"1606" "no fun" -3
"1607" "noble" 2
"1608" "noisy" -1
"1609" "nonsense" -2
"1610" "noob" -2
"1611" "nosey" -2
"1612" "not" NA
"1613" "good" -2
"1614" "not working" -3
"1615" "notorious" -2
"1616" "novel" 2
"1617" "numb" -1
"1618" "nuts" -3
"1619" "obliterate" -2
"1620" "obliterated" -2
"1621" "obnoxious" -3
"1622" "obscene" -2
"1623" "obsessed" 2
"1624" "obsolete" -2
"1625" "obstacle" -2
"1626" "obstacles" -2
"1627" "obstinate" -2
"1628" "odd" -2
"1629" "offend" -2
"1630" "offended" -2
"1631" "offender" -2
"1632" "offending" -2
"1633" "offends" -2
"1634" "offline" -1
"1635" "oks" 2
"1636" "ominous" 3
"1637" "once-in-a-lifetime" 3
"1638" "opportunities" 2
"1639" "opportunity" 2
"1640" "oppressed" -2
"1641" "oppressive" -2
"1642" "optimism" 2
"1643" "optimistic" 2
"1644" "optionless" -2
"1645" "outcry" -2
"1646" "outmaneuvered" -2
"1647" "outrage" -3
"1648" "outraged" -3
"1649" "outreach" 2
"1650" "outstanding" 5
"1651" "overjoyed" 4
"1652" "overload" -1
"1653" "overlooked" -1
"1654" "overreact" -2
"1655" "overreacted" -2
"1656" "overreaction" -2
"1657" "overreacts" -2
"1658" "oversell" -2
"1659" "overselling" -2
"1660" "oversells" -2
"1661" "oversimplification" -2
"1662" "oversimplified" -2
"1663" "oversimplifies" -2
"1664" "oversimplify" -2
"1665" "overstatement" -2
"1666" "overstatements" -2
"1667" "overweight" -1
"1668" "oxymoron" -1
"1669" "pain" -2
"1670" "pained" -2
"1671" "panic" -3
"1672" "panicked" -3
"1673" "panics" -3
"1674" "paradise" 3
"1675" "paradox" -1
"1676" "pardon" 2
"1677" "pardoned" 2
"1678" "pardoning" 2
"1679" "pardons" 2
"1680" "parley" -1
"1681" "passionate" 2
"1682" "passive" -1
"1683" "passively" -1
"1684" "pathetic" -2
"1685" "pay" -1
"1686" "peace" 2
"1687" "peaceful" 2
"1688" "peacefully" 2
"1689" "penalty" -2
"1690" "pensive" -1
"1691" "perfect" 3
"1692" "perfected" 2
"1693" "perfectly" 3
"1694" "perfects" 2
"1695" "peril" -2
"1696" "perjury" -3
"1697" "perpetrator" -2
"1698" "perpetrators" -2
"1699" "perplexed" -2
"1700" "persecute" -2
"1701" "persecuted" -2
"1702" "persecutes" -2
"1703" "persecuting" -2
"1704" "perturbed" -2
"1705" "pesky" -2
"1706" "pessimism" -2
"1707" "pessimistic" -2
"1708" "petrified" -2
"1709" "phobic" -2
"1710" "picturesque" 2
"1711" "pileup" -1
"1712" "pique" -2
"1713" "piqued" -2
"1714" "piss" -4
"1715" "pissed" -4
"1716" "pissing" -3
"1717" "piteous" -2
"1718" "pitied" -1
"1719" "pity" -2
"1720" "playful" 2
"1721" "pleasant" 3
"1722" "please" 1
"1723" "pleased" 3
"1724" "pleasure" 3
"1725" "poised" -2
"1726" "poison" -2
"1727" "poisoned" -2
"1728" "poisons" -2
"1729" "pollute" -2
"1730" "polluted" -2
"1731" "polluter" -2
"1732" "polluters" -2
"1733" "pollutes" -2
"1734" "poor" -2
"1735" "poorer" -2
"1736" "poorest" -2
"1737" "popular" 3
"1738" "positive" 2
"1739" "positively" 2
"1740" "possessive" -2
"1741" "postpone" -1
"1742" "postponed" -1
"1743" "postpones" -1
"1744" "postponing" -1
"1745" "poverty" -1
"1746" "powerful" 2
"1747" "powerless" -2
"1748" "praise" 3
"1749" "praised" 3
"1750" "praises" 3
"1751" "praising" 3
"1752" "pray" 1
"1753" "praying" 1
"1754" "prays" 1
"1755" "prblm" -2
"1756" "prblms" -2
"1757" "prepared" 1
"1758" "pressure" -1
"1759" "pressured" -2
"1760" "pretend" -1
"1761" "pretending" -1
"1762" "pretends" -1
"1763" "pretty" 1
"1764" "prevent" -1
"1765" "prevented" -1
"1766" "preventing" -1
"1767" "prevents" -1
"1768" "prick" -5
"1769" "prison" -2
"1770" "prisoner" -2
"1771" "prisoners" -2
"1772" "privileged" 2
"1773" "proactive" 2
"1774" "problem" -2
"1775" "problems" -2
"1776" "profiteer" -2
"1777" "progress" 2
"1778" "prominent" 2
"1779" "promise" 1
"1780" "promised" 1
"1781" "promises" 1
"1782" "promote" 1
"1783" "promoted" 1
"1784" "promotes" 1
"1785" "promoting" 1
"1786" "propaganda" -2
"1787" "prosecute" -1
"1788" "prosecuted" -2
"1789" "prosecutes" -1
"1790" "prosecution" -1
"1791" "prospect" 1
"1792" "prospects" 1
"1793" "prosperous" 3
"1794" "protect" 1
"1795" "protected" 1
"1796" "protects" 1
"1797" "protest" -2
"1798" "protesters" -2
"1799" "protesting" -2
"1800" "protests" -2
"1801" "proud" 2
"1802" "proudly" 2
"1803" "provoke" -1
"1804" "provoked" -1
"1805" "provokes" -1
"1806" "provoking" -1
"1807" "pseudoscience" -3
"1808" "punish" -2
"1809" "punished" -2
"1810" "punishes" -2
"1811" "punitive" -2
"1812" "pushy" -1
"1813" "puzzled" -2
"1814" "quaking" -2
"1815" "questionable" -2
"1816" "questioned" -1
"1817" "questioning" -1
"1818" "racism" -3
"1819" "racist" -3
"1820" "racists" -3
"1821" "rage" -2
"1822" "rageful" -2
"1823" "rainy" -1
"1824" "rant" -3
"1825" "ranter" -3
"1826" "ranters" -3
"1827" "rants" -3
"1828" "rape" -4
"1829" "rapist" -4
"1830" "rapture" 2
"1831" "raptured" 2
"1832" "raptures" 2
"1833" "rapturous" 4
"1834" "rash" -2
"1835" "ratified" 2
"1836" "reach" 1
"1837" "reached" 1
"1838" "reaches" 1
"1839" "reaching" 1
"1840" "reassure" 1
"1841" "reassured" 1
"1842" "reassures" 1
"1843" "reassuring" 2
"1844" "rebellion" -2
"1845" "recession" -2
"1846" "reckless" -2
"1847" "recommend" 2
"1848" "recommended" 2
"1849" "recommends" 2
"1850" "redeemed" 2
"1851" "refuse" -2
"1852" "refused" -2
"1853" "refusing" -2
"1854" "regret" -2
"1855" "regretful" -2
"1856" "regrets" -2
"1857" "regretted" -2
"1858" "regretting" -2
"1859" "reject" -1
"1860" "rejected" -1
"1861" "rejecting" -1
"1862" "rejects" -1
"1863" "rejoice" 4
"1864" "rejoiced" 4
"1865" "rejoices" 4
"1866" "rejoicing" 4
"1867" "relaxed" 2
"1868" "relentless" -1
"1869" "reliant" 2
"1870" "relieve" 1
"1871" "relieved" 2
"1872" "relieves" 1
"1873" "relieving" 2
"1874" "relishing" 2
"1875" "remarkable" 2
"1876" "remorse" -2
"1877" "repulse" -1
"1878" "repulsed" -2
"1879" "rescue" 2
"1880" "rescued" 2
"1881" "rescues" 2
"1882" "resentful" -2
"1883" "resign" -1
"1884" "resigned" -1
"1885" "resigning" -1
"1886" "resigns" -1
"1887" "resolute" 2
"1888" "resolve" 2
"1889" "resolved" 2
"1890" "resolves" 2
"1891" "resolving" 2
"1892" "respected" 2
"1893" "responsible" 2
"1894" "responsive" 2
"1895" "restful" 2
"1896" "restless" -2
"1897" "restore" 1
"1898" "restored" 1
"1899" "restores" 1
"1900" "restoring" 1
"1901" "restrict" -2
"1902" "restricted" -2
"1903" "restricting" -2
"1904" "restriction" -2
"1905" "restricts" -2
"1906" "retained" -1
"1907" "retard" -2
"1908" "retarded" -2
"1909" "retreat" -1
"1910" "revenge" -2
"1911" "revengeful" -2
"1912" "revered" 2
"1913" "revive" 2
"1914" "revives" 2
"1915" "reward" 2
"1916" "rewarded" 2
"1917" "rewarding" 2
"1918" "rewards" 2
"1919" "rich" 2
"1920" "ridiculous" -3
"1921" "rig" -1
"1922" "rigged" -1
"1923" "right direction" 3
"1924" "rigorous" 3
"1925" "rigorously" 3
"1926" "riot" -2
"1927" "riots" -2
"1928" "risk" -2
"1929" "risks" -2
"1930" "rob" -2
"1931" "robber" -2
"1932" "robed" -2
"1933" "robing" -2
"1934" "robs" -2
"1935" "robust" 2
"1936" "rofl" 4
"1937" "roflcopter" 4
"1938" "roflmao" 4
"1939" "romance" 2
"1940" "rotfl" 4
"1941" "rotflmfao" 4
"1942" "rotflol" 4
"1943" "ruin" -2
"1944" "ruined" -2
"1945" "ruining" -2
"1946" "ruins" -2
"1947" "sabotage" -2
"1948" "sad" -2
"1949" "sadden" -2
"1950" "saddened" -2
"1951" "sadly" -2
"1952" "safe" 1
"1953" "safely" 1
"1954" "safety" 1
"1955" "salient" 1
"1956" "sappy" -1
"1957" "sarcastic" -2
"1958" "satisfied" 2
"1959" "save" 2
"1960" "saved" 2
"1961" "scam" -2
"1962" "scams" -2
"1963" "scandal" -3
"1964" "scandalous" -3
"1965" "scandals" -3
"1966" "scapegoat" -2
"1967" "scapegoats" -2
"1968" "scare" -2
"1969" "scared" -2
"1970" "scary" -2
"1971" "sceptical" -2
"1972" "scold" -2
"1973" "scoop" 3
"1974" "scorn" -2
"1975" "scornful" -2
"1976" "scream" -2
"1977" "screamed" -2
"1978" "screaming" -2
"1979" "screams" -2
"1980" "screwed" -2
"1981" "screwed up" -3
"1982" "scumbag" -4
"1983" "secure" 2
"1984" "secured" 2
"1985" "secures" 2
"1986" "sedition" -2
"1987" "seditious" -2
"1988" "seduced" -1
"1989" "self-confident" 2
"1990" "self-deluded" -2
"1991" "selfish" -3
"1992" "selfishness" -3
"1993" "sentence" -2
"1994" "sentenced" -2
"1995" "sentences" -2
"1996" "sentencing" -2
"1997" "serene" 2
"1998" "severe" -2
"1999" "sexy" 3
"2000" "shaky" -2
"2001" "shame" -2
"2002" "shamed" -2
"2003" "shameful" -2
"2004" "share" 1
"2005" "shared" 1
"2006" "shares" 1
"2007" "shattered" -2
"2008" "shit" -4
"2009" "shithead" -4
"2010" "shitty" -3
"2011" "shock" -2
"2012" "shocked" -2
"2013" "shocking" -2
"2014" "shocks" -2
"2015" "shoot" -1
"2016" "short-sighted" -2
"2017" "short-sightedness" -2
"2018" "shortage" -2
"2019" "shortages" -2
"2020" "shrew" -4
"2021" "shy" -1
"2022" "sick" -2
"2023" "sigh" -2
"2024" "significance" 1
"2025" "significant" 1
"2026" "silencing" -1
"2027" "silly" -1
"2028" "sincere" 2
"2029" "sincerely" 2
"2030" "sincerest" 2
"2031" "sincerity" 2
"2032" "sinful" -3
"2033" "singleminded" -2
"2034" "skeptic" -2
"2035" "skeptical" -2
"2036" "skepticism" -2
"2037" "skeptics" -2
"2038" "slam" -2
"2039" "slash" -2
"2040" "slashed" -2
"2041" "slashes" -2
"2042" "slashing" -2
"2043" "slavery" -3
"2044" "sleeplessness" -2
"2045" "slick" 2
"2046" "slicker" 2
"2047" "slickest" 2
"2048" "sluggish" -2
"2049" "slut" -5
"2050" "smart" 1
"2051" "smarter" 2
"2052" "smartest" 2
"2053" "smear" -2
"2054" "smile" 2
"2055" "smiled" 2
"2056" "smiles" 2
"2057" "smiling" 2
"2058" "smog" -2
"2059" "sneaky" -1
"2060" "snub" -2
"2061" "snubbed" -2
"2062" "snubbing" -2
"2063" "snubs" -2
"2064" "sobering" 1
"2065" "solemn" -1
"2066" "solid" 2
"2067" "solidarity" 2
"2068" "solution" 1
"2069" "solutions" 1
"2070" "solve" 1
"2071" "solved" 1
"2072" "solves" 1
"2073" "solving" 1
"2074" "somber" -2
"2075" "some kind" 0
"2076" "son-of-a-bitch" -5
"2077" "soothe" 3
"2078" "soothed" 3
"2079" "soothing" 3
"2080" "sophisticated" 2
"2081" "sore" -1
"2082" "sorrow" -2
"2083" "sorrowful" -2
"2084" "sorry" -1
"2085" "spam" -2
"2086" "spammer" -3
"2087" "spammers" -3
"2088" "spamming" -2
"2089" "spark" 1
"2090" "sparkle" 3
"2091" "sparkles" 3
"2092" "sparkling" 3
"2093" "speculative" -2
"2094" "spirit" 1
"2095" "spirited" 2
"2096" "spiritless" -2
"2097" "spiteful" -2
"2098" "splendid" 3
"2099" "sprightly" 2
"2100" "squelched" -1
"2101" "stab" -2
"2102" "stabbed" -2
"2103" "stable" 2
"2104" "stabs" -2
"2105" "stall" -2
"2106" "stalled" -2
"2107" "stalling" -2
"2108" "stamina" 2
"2109" "stampede" -2
"2110" "startled" -2
"2111" "starve" -2
"2112" "starved" -2
"2113" "starves" -2
"2114" "starving" -2
"2115" "steadfast" 2
"2116" "steal" -2
"2117" "steals" -2
"2118" "stereotype" -2
"2119" "stereotyped" -2
"2120" "stifled" -1
"2121" "stimulate" 1
"2122" "stimulated" 1
"2123" "stimulates" 1
"2124" "stimulating" 2
"2125" "stingy" -2
"2126" "stolen" -2
"2127" "stop" -1
"2128" "stopped" -1
"2129" "stopping" -1
"2130" "stops" -1
"2131" "stout" 2
"2132" "straight" 1
"2133" "strange" -1
"2134" "strangely" -1
"2135" "strangled" -2
"2136" "strength" 2
"2137" "strengthen" 2
"2138" "strengthened" 2
"2139" "strengthening" 2
"2140" "strengthens" 2
"2141" "stressed" -2
"2142" "stressor" -2
"2143" "stressors" -2
"2144" "stricken" -2
"2145" "strike" -1
"2146" "strikers" -2
"2147" "strikes" -1
"2148" "strong" 2
"2149" "stronger" 2
"2150" "strongest" 2
"2151" "struck" -1
"2152" "struggle" -2
"2153" "struggled" -2
"2154" "struggles" -2
"2155" "struggling" -2
"2156" "stubborn" -2
"2157" "stuck" -2
"2158" "stunned" -2
"2159" "stunning" 4
"2160" "stupid" -2
"2161" "stupidly" -2
"2162" "suave" 2
"2163" "substantial" 1
"2164" "substantially" 1
"2165" "subversive" -2
"2166" "success" 2
"2167" "successful" 3
"2168" "suck" -3
"2169" "sucks" -3
"2170" "suffer" -2
"2171" "suffering" -2
"2172" "suffers" -2
"2173" "suicidal" -2
"2174" "suicide" -2
"2175" "suing" -2
"2176" "sulking" -2
"2177" "sulky" -2
"2178" "sullen" -2
"2179" "sunshine" 2
"2180" "super" 3
"2181" "superb" 5
"2182" "superior" 2
"2183" "support" 2
"2184" "supported" 2
"2185" "supporter" 1
"2186" "supporters" 1
"2187" "supporting" 1
"2188" "supportive" 2
"2189" "supports" 2
"2190" "survived" 2
"2191" "surviving" 2
"2192" "survivor" 2
"2193" "suspect" -1
"2194" "suspected" -1
"2195" "suspecting" -1
"2196" "suspects" -1
"2197" "suspend" -1
"2198" "suspended" -1
"2199" "suspicious" -2
"2200" "swear" -2
"2201" "swearing" -2
"2202" "swears" -2
"2203" "sweet" 2
"2204" "swift" 2
"2205" "swiftly" 2
"2206" "swindle" -3
"2207" "swindles" -3
"2208" "swindling" -3
"2209" "sympathetic" 2
"2210" "sympathy" 2
"2211" "tard" -2
"2212" "tears" -2
"2213" "tender" 2
"2214" "tense" -2
"2215" "tension" -1
"2216" "terrible" -3
"2217" "terribly" -3
"2218" "terrific" 4
"2219" "terrified" -3
"2220" "terror" -3
"2221" "terrorize" -3
"2222" "terrorized" -3
"2223" "terrorizes" -3
"2224" "thank" 2
"2225" "thankful" 2
"2226" "thanks" 2
"2227" "thorny" -2
"2228" "thoughtful" 2
"2229" "thoughtless" -2
"2230" "threat" -2
"2231" "threaten" -2
"2232" "threatened" -2
"2233" "threatening" -2
"2234" "threatens" -2
"2235" "threats" -2
"2236" "thrilled" 5
"2237" "thwart" -2
"2238" "thwarted" -2
"2239" "thwarting" -2
"2240" "thwarts" -2
"2241" "timid" -2
"2242" "timorous" -2
"2243" "tired" -2
"2244" "tits" -2
"2245" "tolerant" 2
"2246" "toothless" -2
"2247" "top" 2
"2248" "tops" 2
"2249" "torn" -2
"2250" "torture" -4
"2251" "tortured" -4
"2252" "tortures" -4
"2253" "torturing" -4
"2254" "totalitarian" -2
"2255" "totalitarianism" -2
"2256" "tout" -2
"2257" "touted" -2
"2258" "touting" -2
"2259" "touts" -2
"2260" "tragedy" -2
"2261" "tragic" -2
"2262" "tranquil" 2
"2263" "trap" -1
"2264" "trapped" -2
"2265" "trauma" -3
"2266" "traumatic" -3
"2267" "travesty" -2
"2268" "treason" -3
"2269" "treasonous" -3
"2270" "treasure" 2
"2271" "treasures" 2
"2272" "trembling" -2
"2273" "tremulous" -2
"2274" "tricked" -2
"2275" "trickery" -2
"2276" "triumph" 4
"2277" "triumphant" 4
"2278" "trouble" -2
"2279" "troubled" -2
"2280" "troubles" -2
"2281" "true" 2
"2282" "trust" 1
"2283" "trusted" 2
"2284" "tumor" -2
"2285" "twat" -5
"2286" "ugly" -3
"2287" "unacceptable" -2
"2288" "unappreciated" -2
"2289" "unapproved" -2
"2290" "unaware" -2
"2291" "unbelievable" -1
"2292" "unbelieving" -1
"2293" "unbiased" 2
"2294" "uncertain" -1
"2295" "unclear" -1
"2296" "uncomfortable" -2
"2297" "unconcerned" -2
"2298" "unconfirmed" -1
"2299" "unconvinced" -1
"2300" "uncredited" -1
"2301" "undecided" -1
"2302" "underestimate" -1
"2303" "underestimated" -1
"2304" "underestimates" -1
"2305" "underestimating" -1
"2306" "undermine" -2
"2307" "undermined" -2
"2308" "undermines" -2
"2309" "undermining" -2
"2310" "undeserving" -2
"2311" "undesirable" -2
"2312" "uneasy" -2
"2313" "unemployment" -2
"2314" "unequal" -1
"2315" "unequaled" 2
"2316" "unethical" -2
"2317" "unfair" -2
"2318" "unfocused" -2
"2319" "unfulfilled" -2
"2320" "unhappy" -2
"2321" "unhealthy" -2
"2322" "unified" 1
"2323" "unimpressed" -2
"2324" "unintelligent" -2
"2325" "united" 1
"2326" "unjust" -2
"2327" "unlovable" -2
"2328" "unloved" -2
"2329" "unmatched" 1
"2330" "unmotivated" -2
"2331" "unprofessional" -2
"2332" "unresearched" -2
"2333" "unsatisfied" -2
"2334" "unsecured" -2
"2335" "unsettled" -1
"2336" "unsophisticated" -2
"2337" "unstable" -2
"2338" "unstoppable" 2
"2339" "unsupported" -2
"2340" "unsure" -1
"2341" "untarnished" 2
"2342" "unwanted" -2
"2343" "unworthy" -2
"2344" "upset" -2
"2345" "upsets" -2
"2346" "upsetting" -2
"2347" "uptight" -2
"2348" "urgent" -1
"2349" "useful" 2
"2350" "usefulness" 2
"2351" "useless" -2
"2352" "uselessness" -2
"2353" "vague" -2
"2354" "validate" 1
"2355" "validated" 1
"2356" "validates" 1
"2357" "validating" 1
"2358" "verdict" -1
"2359" "verdicts" -1
"2360" "vested" 1
"2361" "vexation" -2
"2362" "vexing" -2
"2363" "vibrant" 3
"2364" "vicious" -2
"2365" "victim" -3
"2366" "victimize" -3
"2367" "victimized" -3
"2368" "victimizes" -3
"2369" "victimizing" -3
"2370" "victims" -3
"2371" "vigilant" 3
"2372" "vile" -3
"2373" "vindicate" 2
"2374" "vindicated" 2
"2375" "vindicates" 2
"2376" "vindicating" 2
"2377" "violate" -2
"2378" "violated" -2
"2379" "violates" -2
"2380" "violating" -2
"2381" "violence" -3
"2382" "violent" -3
"2383" "virtuous" 2
"2384" "virulent" -2
"2385" "vision" 1
"2386" "visionary" 3
"2387" "visioning" 1
"2388" "visions" 1
"2389" "vitality" 3
"2390" "vitamin" 1
"2391" "vitriolic" -3
"2392" "vivacious" 3
"2393" "vociferous" -1
"2394" "vulnerability" -2
"2395" "vulnerable" -2
"2396" "walkout" -2
"2397" "walkouts" -2
"2398" "wanker" -3
"2399" "want" 1
"2400" "war" -2
"2401" "warfare" -2
